theme,sub_theme,topic,geography_type,geography,geography_code,metric,metric_group,stratum,sex,age,year,month,epiweek,date,value,in_reporting_delay_period,rolling_7_week_avg,season_year,season_label,week
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,6,27,2015-06-29,0.0,False,,2015,2014-15,27
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,7,28,2015-07-06,0.0,False,,2015,2014-15,28
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,7,29,2015-07-13,0.0,False,,2015,2014-15,29
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,7,30,2015-07-20,0.0,False,,2015,2014-15,30
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,7,31,2015-07-27,0.0,False,,2015,2014-15,31
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,8,32,2015-08-03,0.0,False,,2015,2014-15,32
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,8,33,2015-08-10,0.0,False,0.0,2015,2014-15,33
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,8,34,2015-08-17,0.0,False,0.0,2015,2014-15,34
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,8,35,2015-08-24,0.0,False,0.0,2015,2014-15,35
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,8,36,2015-08-31,0.0,False,0.0,2015,2014-15,36
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,9,37,2015-09-07,0.0,False,0.0,2015,2014-15,37
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,9,38,2015-09-14,0.0,False,0.0,2015,2014-15,38
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,9,39,2015-09-21,0.0,False,0.0,2015,2014-15,39
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,9,40,2015-09-28,0.08,False,0.011428571428571429,2015,2014-15,40
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,10,41,2015-10-05,0.1,False,0.025714285714285714,2016,2015-16,41
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,10,42,2015-10-12,0.04,False,0.03142857142857143,2016,2015-16,42
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,10,43,2015-10-19,0.01,False,0.032857142857142856,2016,2015-16,43
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,10,44,2015-10-26,0.07,False,0.042857142857142864,2016,2015-16,44
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,11,45,2015-11-02,0.01,False,0.04428571428571428,2016,2015-16,45
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,11,46,2015-11-09,0.04,False,0.05,2016,2015-16,46
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,11,47,2015-11-16,0.07,False,0.04857142857142858,2016,2015-16,47
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,11,48,2015-11-23,0.06,False,0.042857142857142864,2016,2015-16,48
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,11,49,2015-11-30,0.11,False,0.05285714285714286,2016,2015-16,49
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,12,50,2015-12-07,0.19,False,0.07857142857142858,2016,2015-16,50
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,12,51,2015-12-14,0.19,False,0.09571428571428571,2016,2015-16,51
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2015,12,52,2015-12-21,0.39,False,0.15,2016,2015-16,52
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,1,1,2016-01-04,0.66,False,0.23857142857142857,2016,2015-16,1
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,1,2,2016-01-11,0.56,False,0.3085714285714286,2016,2015-16,2
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,1,3,2016-01-18,0.91,False,0.43000000000000005,2016,2015-16,3
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,1,4,2016-01-25,1.1,False,0.5714285714285714,2016,2015-16,4
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,2,5,2016-02-01,1.86,False,0.8099999999999999,2016,2015-16,5
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,2,6,2016-02-08,1.44,False,0.9885714285714287,2016,2015-16,6
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,2,7,2016-02-15,1.89,False,1.2028571428571428,2016,2015-16,7
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,2,8,2016-02-22,1.94,False,1.3857142857142857,2016,2015-16,8
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,2,9,2016-02-29,2.37,False,1.6442857142857146,2016,2015-16,9
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,3,10,2016-03-07,2.78,False,1.9114285714285715,2016,2015-16,10
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,3,11,2016-03-14,2.82,False,2.157142857142857,2016,2015-16,11
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,3,12,2016-03-21,3.39,False,2.3757142857142854,2016,2015-16,12
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,3,13,2016-03-28,2.58,False,2.5385714285714287,2016,2015-16,13
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,4,14,2016-04-04,1.65,False,2.5042857142857144,2016,2015-16,14
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,4,15,2016-04-11,0.82,False,2.3442857142857143,2016,2015-16,15
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,4,16,2016-04-18,0.56,False,2.085714285714286,2016,2015-16,16
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,4,17,2016-04-25,0.44,False,1.7514285714285713,2016,2015-16,17
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,5,18,2016-05-02,0.32,False,1.3942857142857144,2016,2015-16,18
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,5,19,2016-05-09,0.38,False,0.9642857142857143,2016,2015-16,19
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,5,20,2016-05-16,0.19,False,0.6228571428571429,2016,2015-16,20
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,5,21,2016-05-23,0.0,False,0.3871428571428571,2016,2015-16,21
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,5,22,2016-05-30,0.0,False,0.27,2016,2015-16,22
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,6,23,2016-06-06,0.0,False,0.19,2016,2015-16,23
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,6,24,2016-06-13,0.0,False,0.12714285714285714,2016,2015-16,24
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,6,25,2016-06-20,0.0,False,0.08142857142857143,2016,2015-16,25
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,6,26,2016-06-27,0.0,False,0.027142857142857142,2016,2015-16,26
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,7,27,2016-07-04,0.0,False,0.0,2016,2015-16,27
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,7,28,2016-07-11,0.0,False,0.0,2016,2015-16,28
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,7,29,2016-07-18,0.0,False,0.0,2016,2015-16,29
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,7,30,2016-07-25,0.0,False,0.0,2016,2015-16,30
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,8,31,2016-08-01,0.0,False,0.0,2016,2015-16,31
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,8,32,2016-08-08,0.0,False,0.0,2016,2015-16,32
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,8,33,2016-08-15,0.0,False,0.0,2016,2015-16,33
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,8,34,2016-08-22,0.0,False,0.0,2016,2015-16,34
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,8,35,2016-08-29,0.0,False,0.0,2016,2015-16,35
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,9,36,2016-09-05,0.0,False,0.0,2016,2015-16,36
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,9,37,2016-09-12,0.0,False,0.0,2016,2015-16,37
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,9,38,2016-09-19,0.0,False,0.0,2016,2015-16,38
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,9,39,2016-09-26,0.0,False,0.0,2016,2015-16,39
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,10,40,2016-10-03,0.01,False,0.0014285714285714286,2017,2016-17,40
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,10,41,2016-10-10,0.01,False,0.002857142857142857,2017,2016-17,41
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,10,42,2016-10-17,0.05,False,0.01,2017,2016-17,42
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,10,43,2016-10-24,0.04,False,0.015714285714285715,2017,2016-17,43
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,10,44,2016-10-31,0.03,False,0.02,2017,2016-17,44
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,11,45,2016-11-07,0.04,False,0.025714285714285714,2017,2016-17,45
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,11,46,2016-11-14,0.03,False,0.030000000000000002,2017,2016-17,46
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,11,47,2016-11-21,0.32,False,0.07428571428571429,2017,2016-17,47
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,11,48,2016-11-28,0.56,False,0.15285714285714286,2017,2016-17,48
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,12,49,2016-12-05,0.42,False,0.2057142857142857,2017,2016-17,49
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,12,50,2016-12-12,0.81,False,0.3157142857142857,2017,2016-17,50
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,12,51,2016-12-19,1.56,False,0.5342857142857144,2017,2016-17,51
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2016,12,52,2016-12-26,1.98,False,0.8114285714285714,2017,2016-17,52
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,1,1,2017-01-02,2.3,False,1.1357142857142857,2017,2016-17,1
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,1,2,2017-01-09,2.38,False,1.43,2017,2016-17,2
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,1,3,2017-01-16,2.13,False,1.6542857142857141,2017,2016-17,3
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,1,4,2017-01-23,2.37,False,1.9328571428571428,2017,2016-17,4
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,1,5,2017-01-30,2.58,False,2.185714285714286,2017,2016-17,5
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,2,6,2017-02-06,1.69,False,2.204285714285714,2017,2016-17,6
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,2,7,2017-02-13,1.77,False,2.174285714285714,2017,2016-17,7
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,2,8,2017-02-20,1.51,False,2.0614285714285714,2017,2016-17,8
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,2,9,2017-02-27,0.62,False,1.81,2017,2016-17,9
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,3,10,2017-03-06,0.52,False,1.58,2017,2016-17,10
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,3,11,2017-03-13,0.19,False,1.2685714285714285,2017,2016-17,11
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,3,12,2017-03-20,0.1,False,0.9142857142857143,2017,2016-17,12
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,3,13,2017-03-27,0.19,False,0.7000000000000001,2017,2016-17,13
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,4,14,2017-04-03,0.08,False,0.4585714285714286,2017,2016-17,14
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,4,15,2017-04-10,0.11,False,0.25857142857142856,2017,2016-17,15
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,4,16,2017-04-17,0.11,False,0.1857142857142857,2017,2016-17,16
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,4,17,2017-04-24,0.08,False,0.12285714285714286,2017,2016-17,17
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,5,18,2017-05-01,0.14,False,0.1157142857142857,2017,2016-17,18
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,5,19,2017-05-08,0.15,False,0.12285714285714286,2017,2016-17,19
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,5,20,2017-05-15,0.07,False,0.10571428571428572,2017,2016-17,20
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,5,21,2017-05-22,0.0,False,0.09428571428571428,2017,2016-17,21
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,5,22,2017-05-29,0.0,False,0.07857142857142858,2017,2016-17,22
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,6,23,2017-06-05,0.0,False,0.06285714285714286,2017,2016-17,23
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,6,24,2017-06-12,0.0,False,0.05142857142857143,2017,2016-17,24
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,6,25,2017-06-19,0.0,False,0.03142857142857143,2017,2016-17,25
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,6,26,2017-06-26,0.0,False,0.01,2017,2016-17,26
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,7,27,2017-07-03,0.0,False,0.0,2017,2016-17,27
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,7,28,2017-07-10,0.0,False,0.0,2017,2016-17,28
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,7,29,2017-07-17,0.0,False,0.0,2017,2016-17,29
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,7,30,2017-07-24,0.0,False,0.0,2017,2016-17,30
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,7,31,2017-07-31,0.0,False,0.0,2017,2016-17,31
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,8,32,2017-08-07,0.0,False,0.0,2017,2016-17,32
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,8,33,2017-08-14,0.0,False,0.0,2017,2016-17,33
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,8,34,2017-08-21,0.0,False,0.0,2017,2016-17,34
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,8,35,2017-08-28,0.0,False,0.0,2017,2016-17,35
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,9,36,2017-09-04,0.0,False,0.0,2017,2016-17,36
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,9,37,2017-09-11,0.0,False,0.0,2017,2016-17,37
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,9,38,2017-09-18,0.0,False,0.0,2017,2016-17,38
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,9,39,2017-09-25,0.0,False,0.0,2017,2016-17,39
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,10,40,2017-10-02,0.14,False,0.02,2018,2017-18,40
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,10,41,2017-10-09,0.08,False,0.03142857142857143,2018,2017-18,41
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,10,42,2017-10-16,0.06,False,0.04,2018,2017-18,42
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,10,43,2017-10-23,0.11,False,0.055714285714285716,2018,2017-18,43
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,10,44,2017-10-30,0.05,False,0.06285714285714286,2018,2017-18,44
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,11,45,2017-11-06,0.07,False,0.07285714285714286,2018,2017-18,45
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,11,46,2017-11-13,0.25,False,0.10857142857142857,2018,2017-18,46
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,11,47,2017-11-20,0.35,False,0.13857142857142857,2018,2017-18,47
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,11,48,2017-11-27,0.53,False,0.20285714285714285,2018,2017-18,48
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,12,49,2017-12-04,0.78,False,0.3057142857142857,2018,2017-18,49
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,12,50,2017-12-11,1.29,False,0.4742857142857143,2018,2017-18,50
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,12,51,2017-12-18,2.85,False,0.8742857142857143,2018,2017-18,51
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2017,12,52,2017-12-25,5.06,False,1.587142857142857,2018,2017-18,52
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2018,1,1,2018-01-01,6.33,False,2.4557142857142855,2018,2017-18,1
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2018,1,2,2018-01-08,7.9,False,3.5342857142857147,2018,2017-18,2
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2018,1,3,2018-01-15,7.02,False,4.461428571428572,2018,2017-18,3
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2018,1,4,2018-01-22,6.76,False,5.315714285714286,2018,2017-18,4
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2018,1,5,2018-01-29,5.64,False,5.937142857142858,2018,2017-18,5
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2018,2,6,2018-02-05,5.49,False,6.314285714285714,2018,2017-18,6
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_healthcare_hospitalAdmissionRateByWeek,healthcare,default,all,all,2018,2,7,2018-02-12,6.25,False,6.484285714285714,2018,2017-18,7
